customer_key,geography_key,customer_alternate_key,title,name,birth_date,marital_status,gender,email_address,total_children,education,occupation,house_owner_flag,number_cars_owned,address_line1,address_line2,phone
7800,331,AW00018799,NULL,JacobK Lewis,1977-04-22,M,"M         ",jacob17@adventure-works.com,1,Graduate Degree,Skilled Manual,1,0,3114 Notre Dame Ave.,NULL,128-555-0173
7801,542,AW00018800,NULL,JenniferA Phillips,1982-10-08,M,"F         ",jennifer8@adventure-works.com,1,Graduate Degree,Skilled Manual,1,0,1074 Lori Drive,NULL,158-555-0148
7802,299,AW00018801,NULL,DawnA Yuan,1976-09-17,M,"F         ",dawn30@adventure-works.com,1,Graduate Degree,Skilled Manual,1,0,1019 Carletto Drive,NULL,976-555-0113
7803,611,AW00018802,NULL,MarioT Shen,1982-10-07,M,"M         ",mario1@adventure-works.com,1,Graduate Degree,Skilled Manual,1,0,4951 G Street,NULL,602-555-0112
7804,611,AW00018803,NULL,CedricV Zheng,1977-05-26,M,"M         ",cedric19@adventure-works.com,1,Graduate Degree,Skilled Manual,1,0,26 Plymouth Dr.,NULL,433-555-0141
7805,347,AW00018804,NULL,Aaron  Gonzales,1982-05-22,M,"M         ",aaron16@adventure-works.com,1,Graduate Degree,Skilled Manual,1,0,4247 Bellows Ct,NULL,647-555-0136
7806,536,AW00018805,NULL,Tracy  Simpson,1977-12-19,M,"F         ",tracy4@adventure-works.com,1,Bachelors,Skilled Manual,1,0,7427 Fern Leaf Lane,NULL,242-555-0116
7807,539,AW00018806,NULL,Kaitlyn  Torres,1978-03-08,M,"F         ",kaitlyn60@adventure-works.com,1,Bachelors,Skilled Manual,1,0,3340 Baywood Drive,NULL,635-555-0110
7808,307,AW00018807,NULL,Spencer  Bennett,1970-01-11,S,"M         ",spencer2@adventure-works.com,2,Graduate Degree,Management,0,2,1496 Chilpancingo,NULL,503-555-0131
7809,310,AW00018808,NULL,Gabrielle  Perez,1961-10-24,S,"F         ",gabrielle55@adventure-works.com,3,Partial College,Professional,1,1,5993 Baywood Drive,NULL,988-555-0180
7810,536,AW00018809,NULL,Jason  King,1961-10-06,M,"M         ",jason47@adventure-works.com,2,Partial College,Professional,1,1,1078 Aloe Vera Road,NULL,797-555-0190
7811,612,AW00018810,NULL,Casey  Dominguez,1939-12-22,M,"M         ",casey36@adventure-works.com,2,Graduate Degree,Management,1,2,1841 Prestwick Drive,NULL,352-555-0114
7812,59,AW00018811,NULL,Samuel  Perry,1968-12-24,M,"M         ",samuel6@adventure-works.com,4,Partial College,Professional,1,2,2192 Pacifica Ave,NULL,240-555-0173
7813,69,AW00018812,NULL,KyleE Adams,1979-09-30,S,"M         ",kyle45@adventure-works.com,4,Partial College,Professional,1,2,9884 Pacifica Ave.,NULL,274-555-0116
7814,607,AW00018813,NULL,KristyG Hernandez,1968-11-05,S,"F         ",kristy4@adventure-works.com,0,Partial College,Professional,1,1,8732 Carob Way,NULL,226-555-0181
7815,616,AW00018814,NULL,Evan  Adams,1980-01-10,S,"M         ",evan39@adventure-works.com,0,Partial College,Professional,0,1,4428 Jones Rd.,NULL,766-555-0180
7816,626,AW00018815,NULL,Abigail  Rogers,1968-12-13,M,"F         ",abigail5@adventure-works.com,0,Partial College,Professional,0,1,8585 Los Gatos Ct.,NULL,329-555-0186
7817,546,AW00018816,NULL,Taylor  Smith,1968-12-12,S,"F         ",taylor47@adventure-works.com,0,Partial College,Professional,1,1,319 Dale Pl.,NULL,753-555-0165
7818,633,AW00018817,NULL,Brittany  Russell,1985-01-06,S,"F         ",brittany18@adventure-works.com,0,Partial College,Professional,0,2,1437 Doon Cr,NULL,118-555-0149
7819,343,AW00018818,NULL,Lucas  Torres,1968-09-12,M,"M         ",lucas76@adventure-works.com,3,Bachelors,Management,1,3,3848 Mt. Diablo St.,NULL,476-555-0141
7820,368,AW00018819,NULL,Miranda  Bennett,1974-04-22,M,"F         ",miranda1@adventure-works.com,3,Bachelors,Management,1,2,7475 Peachwillow Street,NULL,278-555-0150
7821,383,AW00018820,NULL,Alexandria  Cook,1974-01-29,M,"F         ",alexandria42@adventure-works.com,1,Bachelors,Management,1,4,8048 Rosina Court,NULL,203-555-0130
7822,55,AW00018821,NULL,JuanC Morgan,1968-06-14,S,"M         ",juan23@adventure-works.com,5,Partial College,Professional,1,2,4032 Woodruff Ln.,NULL,848-555-0112
7823,536,AW00018822,NULL,GregoryJ Ferrier,1967-12-23,M,"M         ",gregory26@adventure-works.com,5,Partial College,Professional,1,3,4055 Leonard Ct.,NULL,882-555-0118
7824,298,AW00018823,NULL,Russell  Xu,1967-10-24,S,"M         ",russell9@adventure-works.com,1,Bachelors,Management,0,1,3309 Clayton Way,NULL,719-555-0182
7825,331,AW00018824,NULL,ElijahL Collins,1968-02-21,M,"M         ",elijah31@adventure-works.com,1,High School,Professional,1,4,2535 Park Lane,NULL,620-555-0143
7826,358,AW00018825,NULL,BrandonA Smith,1973-09-18,M,"M         ",brandon37@adventure-works.com,1,Bachelors,Management,1,4,8753 Jacaranda Dr.,NULL,179-555-0159
7827,62,AW00018826,NULL,AllisonR Stewart,1972-06-23,M,"F         ",allison24@adventure-works.com,5,Partial College,Professional,0,3,1804 B Southampton Rd.,NULL,334-555-0139
7828,536,AW00018827,NULL,CarmenG Raman,1972-11-18,S,"F         ",carmen15@adventure-works.com,5,Partial College,Professional,1,3,9327 Roland Drive,NULL,990-555-0183
7829,616,AW00018828,NULL,Morgan  Wright,1966-08-16,M,"F         ",morgan17@adventure-works.com,5,Partial College,Professional,1,3,1121 Ferry Street,NULL,165-555-0175
7830,618,AW00018829,NULL,JacksonC Simmons,1966-09-11,S,"M         ",jackson17@adventure-works.com,4,Partial College,Professional,1,0,6328 Eola,NULL,762-555-0151
7831,298,AW00018830,NULL,Kristine  Ortega,1967-03-08,M,"F         ",kristine22@adventure-works.com,1,Bachelors,Management,1,3,7581 Alaska Dr.,NULL,403-555-0196
7832,298,AW00018831,NULL,Andy  Hernandez,1967-06-27,S,"M         ",andy8@adventure-works.com,1,Bachelors,Management,1,3,5485 Wee Donegal,# 77,922-555-0148
7833,355,AW00018832,NULL,DylanC Jackson,1967-02-04,M,"M         ",dylan42@adventure-works.com,1,Bachelors,Management,0,3,594 Danesta Dr.,NULL,708-555-0179
7834,334,AW00018833,NULL,Morgan  Baker,1960-08-30,M,"F         ",morgan13@adventure-works.com,2,High School,Professional,0,2,3560 River Rock Lane,NULL,156-555-0171
7835,614,AW00018834,NULL,AnaS Foster,1961-04-18,M,"F         ",ana15@adventure-works.com,2,High School,Professional,0,2,7680 Glaze Ct,NULL,117-555-0159
7836,316,AW00018835,NULL,IsabelleJ Coleman,1960-10-11,S,"F         ",isabelle6@adventure-works.com,2,High School,Professional,1,2,2421 Norse Drive,NULL,336-555-0172
7837,633,AW00018836,NULL,Nicole  Cooper,1960-08-13,S,"F         ",nicole35@adventure-works.com,2,High School,Professional,1,2,8282 Meadowbrook Court,NULL,236-555-0198
7838,372,AW00018837,NULL,Amanda  Hernandez,1961-04-11,M,"F         ",amanda61@adventure-works.com,4,High School,Professional,1,0,7612 Wilbur Drive,NULL,695-555-0150
7839,372,AW00018838,NULL,NatalieC Morris,1966-09-09,M,"F         ",natalie2@adventure-works.com,3,Partial College,Professional,1,1,3159 C Wharton Way,NULL,479-555-0144
7840,60,AW00018839,NULL,Don  Lee,1966-04-09,M,"M         ",don4@adventure-works.com,3,Partial College,Professional,1,1,6212 C Olivera Rd,NULL,465-555-0196
7841,633,AW00018840,NULL,Alexandria  Barnes,1961-06-17,M,"F         ",alexandria3@adventure-works.com,3,Partial College,Professional,0,1,3875 Black Walnut Court,NULL,388-555-0133
7842,63,AW00018841,NULL,Gabriella  Campbell,1942-03-06,M,"F         ",gabriella29@adventure-works.com,3,Partial College,Professional,0,2,2528 G St.,NULL,361-555-0180
7843,69,AW00018842,NULL,JamesM Gonzalez,1942-01-05,S,"M         ",james58@adventure-works.com,3,Partial College,Professional,1,2,8521 C Mt. Hood Circle,NULL,167-555-0196
7844,536,AW00018843,NULL,LuisM Perez,1941-07-19,M,"M         ",luis36@adventure-works.com,2,Graduate Degree,Management,0,2,7290 Sweeney Road,NULL,244-555-0188
7845,635,AW00018844,NULL,DaltonA Hernandez,1947-10-11,S,"M         ",dalton25@adventure-works.com,2,Graduate Degree,Management,1,2,9507 San Vicente Dr,NULL,865-555-0169
7846,642,AW00018845,NULL,KatherineE Hughes,1941-09-29,M,"F         ",katherine37@adventure-works.com,2,Graduate Degree,Management,1,2,47 Catherine Way,NULL,858-555-0114
7847,644,AW00018846,NULL,Deb  Hughes,1941-08-31,S,"M         ",deb8@adventure-works.com,2,Graduate Degree,Management,1,2,2479 Buckingham Dr.,NULL,723-555-0161
7848,553,AW00018847,NULL,ArianaB Richardson,1947-05-08,M,"F         ",ariana8@adventure-works.com,2,Graduate Degree,Management,1,2,8230 Madrone St,NULL,165-555-0198
7849,299,AW00018848,NULL,ChristianJ Harris,1941-11-01,M,"M         ",christian49@adventure-works.com,4,Graduate Degree,Management,1,2,9904 C. Mt. Hood,NULL,755-555-0163
7850,632,AW00018849,NULL,Faith  Flores,1965-12-13,S,"F         ",faith11@adventure-works.com,3,Partial College,Professional,1,4,5840 Hillview Ct,NULL,750-555-0154
7851,339,AW00018850,NULL,Ethan  Hughes,1966-01-10,M,"M         ",ethan8@adventure-works.com,4,Bachelors,Management,1,3,551 Two Bay Road,NULL,192-555-0120
7852,337,AW00018851,NULL,DaltonE Cook,1960-04-14,M,"M         ",dalton83@adventure-works.com,2,Partial High School,Skilled Manual,0,2,8634 Mi Casa Court,NULL,944-555-0117
7853,60,AW00018852,NULL,AllisonB Sanders,1965-07-19,M,"F         ",allison2@adventure-works.com,3,Partial High School,Skilled Manual,1,2,1693 C Northwood Dr,NULL,692-555-0189
7854,539,AW00018853,NULL,Jacqueline  Gray,1960-01-11,M,"F         ",jacqueline30@adventure-works.com,3,Partial High School,Skilled Manual,1,2,5851 Dancing Court,NULL,697-555-0184
7855,623,AW00018854,NULL,Hunter  Turner,1965-05-21,M,"M         ",hunter34@adventure-works.com,2,Partial High School,Skilled Manual,0,2,1908 Petarct,NULL,959-555-0118
7856,54,AW00018855,NULL,Robert  Zhang,1959-11-19,S,"M         ",robert35@adventure-works.com,2,Partial High School,Skilled Manual,1,2,4025 Hill Dr,NULL,163-555-0111
7857,352,AW00018856,NULL,Thomas  Green,1959-09-12,M,"M         ",thomas50@adventure-works.com,2,Partial High School,Skilled Manual,0,2,4135 Kaywood Drive,NULL,198-555-0118
7858,614,AW00018857,NULL,SebastianL Sanders,1960-01-01,M,"M         ",sebastian3@adventure-works.com,2,Partial High School,Skilled Manual,1,2,5680 Camelback Ct.,NULL,300-555-0170
7859,336,AW00018858,NULL,MiguelK Parker,1959-11-02,S,"M         ",miguel42@adventure-works.com,2,Partial High School,Skilled Manual,1,2,5980 Icicle Circle,Unit H,199-555-0159
7860,62,AW00018859,NULL,Olivia  Henderson,1960-03-17,M,"F         ",olivia50@adventure-works.com,2,Partial High School,Skilled Manual,1,2,2555 Via Rosa,NULL,411-555-0118
7861,635,AW00018860,NULL,SydneyJ Foster,1965-12-13,M,"F         ",sydney38@adventure-works.com,3,High School,Professional,0,0,512 Palms Dr,NULL,714-555-0190
7862,607,AW00018861,NULL,Ashley  Wood,1959-08-22,M,"F         ",ashley28@adventure-works.com,3,High School,Professional,1,0,192 Bundros Court,NULL,697-555-0180
7863,300,AW00018862,NULL,Luke  Zhang,1960-03-21,M,"M         ",luke13@adventure-works.com,3,High School,Professional,1,0,824 El Campo Ct,NULL,853-555-0199
7864,383,AW00018863,NULL,CharlesM Scott,1960-05-13,S,"M         ",charles33@adventure-works.com,3,High School,Professional,1,0,6557 Rose St.,NULL,750-555-0154
7865,361,AW00018864,NULL,Elijah  Long,1965-09-08,M,"M         ",elijah13@adventure-works.com,3,High School,Professional,0,0,7360 San Benito Drive,NULL,706-555-0161
7866,623,AW00018865,NULL,AshleyP Hayes,1958-07-23,M,"F         ",ashley50@adventure-works.com,3,Graduate Degree,Management,1,2,8447 Kentucky Dr.,NULL,117-555-0125
7867,311,AW00018866,NULL,Miguel  Scott,1958-09-30,M,"M         ",miguel30@adventure-works.com,3,Graduate Degree,Management,0,2,975 Madrid,NULL,399-555-0192
7868,545,AW00018867,NULL,ThomasR Perry,1958-03-15,M,"M         ",thomas9@adventure-works.com,3,Partial College,Professional,0,2,5064 Greendell Rd,NULL,522-555-0149
7869,337,AW00018868,NULL,Adam  Long,1957-11-15,S,"M         ",adam7@adventure-works.com,3,Partial College,Professional,1,2,4666 Lancelot Drive,NULL,954-555-0118
7870,343,AW00018869,NULL,AshleyJ Flores,1958-02-25,M,"F         ",ashley39@adventure-works.com,3,Partial College,Professional,0,2,289 D Bel Air Drive,NULL,666-555-0149
7871,536,AW00018870,NULL,Ana  Barnes,1958-01-31,M,"F         ",ana3@adventure-works.com,3,Partial College,Professional,0,2,7600 Tulip Drive,NULL,228-555-0115
7872,43,AW00018871,NULL,RubenD Rubio,1943-01-11,M,"M         ",ruben0@adventure-works.com,3,Graduate Degree,Management,1,2,5979 La Corte Bonita,NULL,652-555-0151
7873,611,AW00018872,NULL,Miguel  Severino,1943-12-19,M,"M         ",miguel71@adventure-works.com,3,Graduate Degree,Management,1,2,4421 Holiday Hill Dr.,NULL,276-555-0184
7874,552,AW00018873,NULL,AustinJ Rodriguez,1945-05-18,S,"M         ",austin35@adventure-works.com,3,Graduate Degree,Management,1,2,6227 Oak Creek Ct.,NULL,145-555-0182
7875,638,AW00018874,NULL,Julia  Green,1944-11-03,M,"F         ",julia11@adventure-works.com,3,Graduate Degree,Management,1,2,1120 Curtis Drive,NULL,864-555-0131
7876,71,AW00018875,NULL,DevinA Watson,1944-11-23,M,"M         ",devin62@adventure-works.com,3,Graduate Degree,Management,1,2,5728 Thames Dr,NULL,739-555-0110
7877,300,AW00018876,NULL,Luke  Chen,1945-02-15,M,"M         ",luke15@adventure-works.com,5,Graduate Degree,Management,1,2,8432 Sierra Madre,#914,982-555-0198
7878,299,AW00018877,NULL,Evan  Hall,1951-07-03,M,"M         ",evan47@adventure-works.com,4,Graduate Degree,Management,1,2,2152 Roan Lane,NULL,142-555-0153
7879,310,AW00018878,NULL,MalloryM Ramos,1951-10-16,M,"F         ",mallory4@adventure-works.com,4,Bachelors,Management,1,2,3271 Norse Ct,NULL,295-555-0171
7880,310,AW00018879,NULL,GarrettJ Morgan,1958-03-22,M,"M         ",garrett17@adventure-works.com,4,Bachelors,Management,1,2,2964 St. George Dr.,NULL,830-555-0197
7881,536,AW00018880,NULL,Jarrod  Sanchez,1946-09-04,M,"M         ",jarrod19@adventure-works.com,3,Graduate Degree,Management,0,2,1417 Roosevelt Avenue,NULL,175-555-0161
7882,546,AW00018881,NULL,Kimberly  James,1946-08-07,M,"F         ",kimberly11@adventure-works.com,5,Graduate Degree,Management,1,2,800 Treeline Drive,NULL,311-555-0111
7883,63,AW00018882,NULL,DaltonC Hayes,1947-01-31,M,"M         ",dalton68@adventure-works.com,5,Graduate Degree,Management,0,2,7311 Blackridge Dr.,NULL,138-555-0196
7884,51,AW00018883,NULL,Jonathan  Garcia,1982-12-05,S,"M         ",jonathan70@adventure-works.com,0,Partial High School,Clerical,0,2,983 St. Dunstan Ct.,NULL,516-555-0154
7885,60,AW00018884,NULL,Bryan  Reed,1982-12-17,S,"M         ",bryan21@adventure-works.com,0,Partial High School,Clerical,1,2,5071 Stonehedge Dr.,NULL,391-555-0123
7886,10,AW00018885,NULL,Cara  Ma,1953-12-22,S,"F         ",cara11@adventure-works.com,4,High School,Skilled Manual,1,2,6062 Sudden Loop,NULL,1 (11) 500 555-0184
7887,607,AW00018886,NULL,DonaldE McDonald,1983-06-10,S,"M         ",donald7@adventure-works.com,0,Partial High School,Clerical,0,2,2309 Mt. Olivet Ct.,NULL,164-555-0155
7888,607,AW00018887,NULL,Kari  Hernandez,1982-11-21,S,"F         ",kari24@adventure-works.com,0,Partial High School,Clerical,1,2,5486 Maria Vega Court,NULL,318-555-0161
7889,623,AW00018888,NULL,Devin  Powell,1983-06-17,S,"M         ",devin47@adventure-works.com,0,Partial College,Skilled Manual,1,1,6920 Brook Hollow Ct.,NULL,397-555-0152
7890,627,AW00018889,NULL,Katelyn  Murphy,1982-09-14,S,"F         ",katelyn14@adventure-works.com,0,Partial College,Skilled Manual,0,1,1250 Sierra Ridge,NULL,714-555-0164
7891,634,AW00018890,NULL,Lauren  Blue,1982-11-30,M,"F         ",lauren5@adventure-works.com,0,Partial College,Skilled Manual,1,2,3127 Terrace,NULL,983-555-0112
7892,298,AW00018891,NULL,MeganS James,1983-03-10,M,"F         ",megan45@adventure-works.com,0,Partial College,Skilled Manual,1,2,4912 La Vuelta,NULL,677-555-0130
7893,310,AW00018892,NULL,ChaseK Howard,1983-05-16,S,"M         ",chase11@adventure-works.com,0,Partial College,Skilled Manual,1,2,4496 Hurlstone Ct.,NULL,133-555-0121
7894,329,AW00018893,NULL,DevinI White,1982-12-13,S,"M         ",devin11@adventure-works.com,0,Partial College,Skilled Manual,0,2,9549 Roxbury Drive,NULL,808-555-0131
7895,345,AW00018894,NULL,EricO Allen,1983-03-21,S,"M         ",eric62@adventure-works.com,0,Partial College,Skilled Manual,1,2,4478 W Lake Drive,NULL,507-555-0146
7896,28,AW00018895,NULL,Marco  Madan,1960-08-13,M,"M         ",marco8@adventure-works.com,2,Partial High School,Clerical,1,2,6675 Andrea Lane,NULL,1 (11) 500 555-0177
7897,31,AW00018896,NULL,Jonathan  Russell,1954-09-13,M,"M         ",jonathan19@adventure-works.com,2,Partial High School,Clerical,0,2,3698 Driftwood Court,NULL,1 (11) 500 555-0149
7898,15,AW00018897,NULL,Russell  Black,1955-02-04,M,"M         ",russell23@adventure-works.com,2,Partial High School,Clerical,1,2,7805 Roslyn Drive,NULL,1 (11) 500 555-0117
7899,15,AW00018898,NULL,MonicaH Chandra,1961-03-10,S,"F         ",monica2@adventure-works.com,2,Partial High School,Clerical,1,2,6456 Eagle Way,NULL,1 (11) 500 555-0186
7900,29,AW00018899,NULL,Glenn  Liu,1955-10-26,M,"M         ",glenn5@adventure-works.com,3,Partial College,Clerical,0,2,8186 St. Michael Drive,#a,1 (11) 500 555-0146
7901,12,AW00018900,NULL,MathewL Torres,1956-04-06,M,"M         ",mathew7@adventure-works.com,3,Partial College,Clerical,0,2,6939 E. 8th St.,NULL,1 (11) 500 555-0197
7902,19,AW00018901,NULL,ConnorC Shan,1962-09-05,S,"M         ",connor26@adventure-works.com,2,Partial High School,Clerical,1,2,8049 Jefferson Street,NULL,1 (11) 500 555-0188
7903,35,AW00018902,NULL,SteveR Chen,1962-08-12,M,"M         ",steve6@adventure-works.com,3,High School,Skilled Manual,0,2,3972 Almond Drive,NULL,1 (11) 500 555-0125
7904,18,AW00018903,NULL,Louis  Zeng,1957-05-26,S,"M         ",louis16@adventure-works.com,3,High School,Skilled Manual,1,2,1700 C Street,NULL,1 (11) 500 555-0194
7905,358,AW00018904,NULL,EmmaJ Thomas,1986-04-12,S,"F         ",emma10@adventure-works.com,0,Partial College,Skilled Manual,0,2,3923 Montgomery Ave.,NULL,684-555-0120
7906,627,AW00018905,NULL,Samuel  Adams,1985-04-01,S,"M         ",samuel44@adventure-works.com,0,Partial College,Skilled Manual,0,2,3518 Black Pine Lane,NULL,161-555-0157
7907,30,AW00018906,NULL,Adrienne  Gutierrez,1957-10-11,S,"F         ",adrienne7@adventure-works.com,3,High School,Skilled Manual,1,2,8857 Sunshine,NULL,1 (11) 500 555-0110
7908,22,AW00018907,NULL,Priscilla  Nara,1957-11-15,M,"F         ",priscilla15@adventure-works.com,3,High School,Skilled Manual,1,2,6929 Citrus Ave.,NULL,1 (11) 500 555-0118
7909,24,AW00018908,NULL,Krystal  Sun,1960-02-14,S,"F         ",krystal13@adventure-works.com,2,Partial College,Skilled Manual,0,2,1378 California St.,NULL,1 (11) 500 555-0120
7910,33,AW00018909,NULL,JodiA Chavez,1960-12-10,S,"F         ",jodi15@adventure-works.com,2,Partial College,Skilled Manual,1,2,9189 Shady Ln.,NULL,1 (11) 500 555-0192
7911,536,AW00018910,NULL,Marco  Perez,1981-04-26,S,"M         ",marco20@adventure-works.com,0,Partial College,Skilled Manual,1,2,4144 Tahoe Place,NULL,368-555-0196
7912,626,AW00018911,NULL,Elijah  McDonald,1980-12-19,S,"M         ",elijah47@adventure-works.com,0,High School,Skilled Manual,0,2,7333 Alderwood Lane,NULL,145-555-0139
7913,626,AW00018912,NULL,Tyler  Williams,1981-04-15,M,"M         ",tyler6@adventure-works.com,0,High School,Skilled Manual,1,2,6361 Appalachia Dr.,NULL,451-555-0115
7914,301,AW00018913,NULL,Jesse  Stewart,1981-05-06,M,"M         ",jesse26@adventure-works.com,0,High School,Skilled Manual,1,2,6938 Harbor View Dr.,NULL,119-555-0123
7915,301,AW00018914,NULL,FeliciaL Ruiz,1981-01-12,S,"F         ",felicia2@adventure-works.com,0,High School,Skilled Manual,0,2,7538 Adobe Dr,NULL,536-555-0198
7916,316,AW00018915,NULL,Sydney  Gonzalez,1980-07-04,M,"F         ",sydney58@adventure-works.com,0,High School,Skilled Manual,1,2,6474 Helen Ave.,NULL,131-555-0112
7917,352,AW00018916,NULL,ChristianB Moore,1979-08-03,S,"M         ",christian41@adventure-works.com,0,High School,Skilled Manual,0,2,802 Leonard Ct,NULL,858-555-0139
7918,372,AW00018917,NULL,JonathanE Nelson,1979-09-08,M,"M         ",jonathan38@adventure-works.com,0,High School,Skilled Manual,0,2,8150 Ryan Rd.,NULL,173-555-0187
7919,641,AW00018918,NULL,Jacqueline  Ross,1979-06-25,M,"F         ",jacqueline4@adventure-works.com,0,Partial College,Skilled Manual,1,2,2927 Woodside Court,NULL,572-555-0180
7920,59,AW00018919,NULL,EduardoJ Hernandez,1979-05-17,S,"M         ",eduardo26@adventure-works.com,0,Partial College,Skilled Manual,0,2,5778 Mt Tri-state Court,NULL,961-555-0194
7921,355,AW00018920,NULL,Jonathan  Young,1978-11-16,S,"M         ",jonathan47@adventure-works.com,0,Partial College,Skilled Manual,0,2,2372 Cardinet Dr.,NULL,192-555-0178
7922,627,AW00018921,NULL,RachelR Bailey,1978-09-22,S,"F         ",rachel36@adventure-works.com,0,Partial College,Skilled Manual,0,2,177 Bancroft Road,NULL,901-555-0154
7923,53,AW00018922,NULL,MadelineB Gonzalez,1979-03-05,S,"F         ",madeline8@adventure-works.com,0,Partial College,Professional,0,2,3091 Hickory Drive,NULL,721-555-0130
7924,609,AW00018923,NULL,Cassandra  Kapoor,1979-04-22,M,"F         ",cassandra1@adventure-works.com,0,Partial College,Professional,0,2,9903 Clearland Circle,NULL,218-555-0141
7925,322,AW00018924,NULL,RachelC Williams,1979-05-21,S,"F         ",rachel4@adventure-works.com,0,Partial College,Professional,1,2,7936 Solano Dr.,NULL,762-555-0116
7926,60,AW00018925,NULL,HaleyL Griffin,1981-11-09,M,"F         ",haley40@adventure-works.com,0,Partial College,Professional,0,2,6416 Co Road,NULL,164-555-0180
7927,57,AW00018926,NULL,Alexandre  Lobao,1981-09-25,M,"M         ",alexandre1@adventure-works.com,0,Partial College,Professional,0,2,5448 Near Drive,NULL,609-555-0151
7928,51,AW00018927,NULL,AriannaD Cox,1981-08-05,S,"F         ",arianna32@adventure-works.com,0,Partial College,Professional,0,2,71 Flora Ave,NULL,238-555-0185
7929,10,AW00018928,NULL,CarmenL Prasad,1971-08-22,M,"F         ",carmen12@adventure-works.com,2,High School,Skilled Manual,1,2,6478 Pierce Ct,NULL,1 (11) 500 555-0137
7930,30,AW00018929,NULL,Donald  Garcia,1960-12-14,S,"M         ",donald16@adventure-works.com,2,High School,Skilled Manual,1,2,8798 Valley Manor,NULL,1 (11) 500 555-0163
7931,40,AW00018930,NULL,Katelyn  Richardson,1961-04-15,S,"F         ",katelyn8@adventure-works.com,2,High School,Skilled Manual,0,2,5493 Gonzalez Ct,Unit C,1 (11) 500 555-0155
7932,27,AW00018931,NULL,Rosa  She,1962-06-13,M,"F         ",rosa23@adventure-works.com,2,High School,Skilled Manual,1,2,2674 Ridge Circle,NULL,1 (11) 500 555-0129
7933,16,AW00018932,NULL,Carl  Chande,1969-07-31,M,"M         ",carl14@adventure-works.com,1,Bachelors,Management,1,3,9901 East Lake Court,NULL,1 (11) 500 555-0115
7934,609,AW00018933,NULL,Kelli  Huang,1985-08-30,S,"F         ",kelli6@adventure-works.com,0,Partial High School,Skilled Manual,1,2,9570 Royal Links Ct,NULL,871-555-0190
7935,642,AW00018934,NULL,JeremiahU Moore,1979-08-22,S,"M         ",jeremiah1@adventure-works.com,0,Partial College,Professional,1,2,9791 Harvard Court,# 4,187-555-0192
7936,331,AW00018935,NULL,JasmineS Jenkins,1971-11-15,M,"F         ",jasmine47@adventure-works.com,0,Graduate Degree,Management,1,3,1239 Linnet Court,NULL,182-555-0195
7937,385,AW00018936,NULL,Morgan  Collins,1971-07-11,S,"F         ",morgan2@adventure-works.com,0,Graduate Degree,Management,0,3,9236 Hanson Lane,NULL,607-555-0114
7938,348,AW00018937,NULL,IanD Reed,1962-08-10,S,"M         ",ian87@adventure-works.com,2,Partial High School,Skilled Manual,1,2,579 Mepham Dr.,NULL,791-555-0194
7939,322,AW00018938,NULL,LucasJ Lopez,1962-11-30,M,"M         ",lucas44@adventure-works.com,2,Partial High School,Skilled Manual,1,2,445 Banyan Way,NULL,369-555-0176
7940,385,AW00018939,NULL,Hunter  McDonald,1962-09-24,S,"M         ",hunter6@adventure-works.com,2,Partial High School,Skilled Manual,1,2,3224 Pome Court,NULL,666-555-0142
7941,547,AW00018940,NULL,Seth  Bell,1963-04-16,M,"M         ",seth85@adventure-works.com,2,Partial High School,Skilled Manual,1,2,5445 Tice Valley Blvd.,NULL,737-555-0162
7942,536,AW00018941,NULL,PhilipS Torres,1962-09-05,M,"M         ",philip12@adventure-works.com,3,Partial College,Professional,0,0,3704 Greendell Rd.,NULL,861-555-0133
7943,298,AW00018942,NULL,Billy  Ortega,1962-11-19,M,"M         ",billy22@adventure-works.com,3,Partial College,Professional,1,0,7134 Oakwood Cir,NULL,737-555-0114
7944,634,AW00018943,NULL,KaitlynT Hall,1963-02-01,S,"F         ",kaitlyn21@adventure-works.com,3,Partial College,Professional,1,0,8113 Pepper Drive,NULL,733-555-0189
7945,54,AW00018944,NULL,MarcusA Taylor,1961-11-03,S,"M         ",marcus9@adventure-works.com,2,High School,Professional,1,2,8681 Harvard Court,NULL,948-555-0174
7946,335,AW00018945,NULL,Marcus  Cox,1961-12-21,M,"M         ",marcus86@adventure-works.com,2,High School,Professional,0,2,6535 Gilardy Dr.,NULL,764-555-0116
7947,310,AW00018946,NULL,Brandon  Simmons,1967-08-05,M,"M         ",brandon12@adventure-works.com,2,High School,Professional,0,2,9183 J Ave,NULL,624-555-0150
7948,336,AW00018947,NULL,Devin  Bryant,1961-11-04,S,"M         ",devin55@adventure-works.com,3,Partial College,Professional,1,2,6239 Monti Dr.,NULL,288-555-0116
7949,311,AW00018948,NULL,Sydney  Bailey,1967-03-13,M,"F         ",sydney9@adventure-works.com,3,Partial College,Professional,0,2,4352 Marclair Dr.,NULL,880-555-0151
7950,548,AW00018949,NULL,Jackson  Hall,1937-12-30,S,"M         ",jackson52@adventure-works.com,3,Graduate Degree,Management,1,2,3353 Mayhew Way,NULL,258-555-0177
7951,54,AW00018950,NULL,Lauren  Alexander,1970-10-22,S,"F         ",lauren65@adventure-works.com,4,Partial College,Professional,1,3,5629 San Francisco,NULL,345-555-0173
7952,64,AW00018951,NULL,DaltonT Jones,1971-06-14,S,"M         ",dalton3@adventure-works.com,4,Partial College,Professional,1,3,9975 Haynes Court,NULL,249-555-0126
